fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,pec_bov,pec_bub,pec_sui,pec_cap,pec_ovi,pec_gal,pec_total,pec_risco_iminente,pec_risco_pos_deficit,pec_risco_total,cs_ish_urb,area_total_scbc,area_otto,area_scbc_otto,deman_pecuaria,densidade,deman_pecuaria_scbc,deman_pecuaria_otto,perc_deman_pecuaria,cs_ish,ire_cs_pec_eco,
14648,7775813,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"4,886","0,003","0,37","7,572","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 42.405,05","R$ 0,00","R$ 42.405,05",3,"32,8967858","0,5905927431","0,443","4,56818E-05","7,734907097E-05","3,426563844E-05","4,571330094E-05","0,7500938763","2,25",3,Médio
14649,7775811,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"4,968","0,003","0,381","7,674","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 42.405,05","R$ 0,00","R$ 42.405,05",3,"32,8967858","1,34794998","0,701","6,77876E-05","5,028940317E-05","3,525287162E-05","6,779011548E-05","0,520048971","1,56",3,Médio
14650,7775833,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"3,22","0,001","0,148","4,606","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 21.202,53","R$ 0,00","R$ 21.202,53",3,"32,8967858","7,627023195","7,611","0,000589656","7,731142084E-05","0,000588417224","0,0005896542068","0,9978991548","2,994",3,Médio
14651,77758221,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"0,414",0,"0,006","1,471","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 0,00","R$ 0,00","R$ 0,00",5,"32,8967858","1,213531929","0,012","7,74611E-05","6,38311182E-05","7,659734184E-07","7,74909775E-05","0,009888491364","0,049",5,Máximo
14652,7775832,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"0,076","0,001","0,001","1,874","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 0,00","R$ 0,00","R$ 0,00",5,"32,8967858","12,03402736","7,859","0,000858276","7,13207619E-05","0,0005605098677","0,0008582740487","0,6530648273","3,265",5,Máximo
14653,77758231,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"1,116","0,001","0,086","7,69","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 42.405,05","R$ 0,00","R$ 42.405,05",3,"32,8967858","7,693969741","0,001","0,000469893","6,10728942E-05","6,10728942E-08","0,000469894848","0,0001299719174",0,3,Médio
14654,7775831,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"3,301","0,123","0,273","8,261","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 42.405,05","R$ 0,00","R$ 42.405,05",3,"32,8967858","0,8224560484","0,817","6,34228E-05","7,711390794E-05","6,300206279E-05","6,338763233E-05","0,993366152","2,98",3,Médio
14655,7775834,320420310000005,Rural,3204203,Piúma,Espírito Santo,8,"0,061","0,003","0,003","4,87","R$ 21.061.726,00","R$ 33.240,01","R$ 101.477,09","R$ 5.744,06","R$ 338,40","R$ 0,00","R$ 21.202.525,56","R$ 21.202,53","R$ 0,00","R$ 21.202,53",3,"32,8967858","9,621106797","6,303","0,000584128","6,071318117E-05","0,0003826751809","0,0005840608028","0,6551221323","1,965",3,Médio
14656,775789496,320425205000001,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,2536726933","5,302833608","0,043","0,000381224","7,189062079E-05","3,091296694E-06","0,0003811640714","0,008108872195","0,024",3,Médio
14657,775789497,320425205000001,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,2536726933","6,322391003","0,21","0,00048355","7,648214098E-05","1,606124961E-05","0,0004835965774","0,03321528199","0,033",1,Mínimo
14658,775789496,320425205000002,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,1027535896","5,302833608","0,051","0,000381224","7,189062079E-05","3,66642166E-06","0,0003811640714","0,00961749958","0,029",3,Médio
14659,775789497,320425205000002,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,1027535896","6,322391003","0,052","0,00048355","7,648214098E-05","3,977071331E-06","0,0004835965774","0,008224736492","0,008",1,Mínimo
14660,775789496,320425205000003,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,05867090514","5,302833608","0,059","0,000381224","7,189062079E-05","4,241546626E-06","0,0003811640714","0,01112612697","0,033",3,Médio
14661,775789496,320425205000004,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,1151412448","5,302833608","0,042","0,000381224","7,189062079E-05","3,019406073E-06","0,0003811640714","0,007920293772","0,024",3,Médio
14662,775789497,320425205000004,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,1151412448","6,322391003","0,073","0,00048355","7,648214098E-05","5,583196291E-06","0,0004835965774","0,01154626469","0,012",1,Mínimo
14663,775789496,320425205000005,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,2294038058","5,302833608","0,175","0,000381224","7,189062079E-05","1,258085864E-05","0,0003811640714","0,03300122405","0,099",3,Médio
14664,775789497,320425205000005,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,2294038058","6,322391003","0,054","0,00048355","7,648214098E-05","4,130035613E-06","0,0004835965774","0,008541072511","0,009",1,Mínimo
14665,77578894,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,01",0,0,"3,658","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 0,00","R$ 0,00","R$ 0,00",5,"113,6523552","6,271911907","0,066","0,000339683","5,415940227E-05","3,57452055E-06","0,0003396877711","0,01052310699","0,053",5,Máximo
14666,775786942,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,011",0,0,"4,345","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","6,508306798","0,166","0,000427896","6,574613233E-05","1,091385797E-05","0,0004278758292","0,02550586583","0,077",3,Médio
14667,775786991,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,025","0,002","0,004","15,07","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.260.172,62","R$ 0,00","R$ 1.260.172,62",3,"113,6523552","3,577871918","3,578","0,000260132","7,270578879E-05","0,0002601413123","0,0002601413123","1,000035798",3,3,Médio
14668,77578899,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,023","0,001","0,001","6,099","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","13,96356313","13,405","0,001050984","7,526617599E-05","0,001008943089","0,001051016882","0,9599985244","2,88",3,Médio
14669,775788973,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,069","0,001","0,004","5,677","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","14,7061397","10,072","0,00120627","8,20249246E-05","0,0008261550405","0,001206258541","0,6848840148","2,055",3,Médio
14670,77578698,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,025","0,002","0,002","6,069","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","15,30698302","7,626","0,001152022","7,526120585E-05","0,0005739419558","0,001152023278","0,498203989","1,495",3,Médio
14671,775789496,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"113,6523552","5,302833608","2,162","0,000381224","7,189062079E-05","0,0001554275221","0,0003811640714","0,4077065508","1,223",3,Médio
14672,775853262,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,009","0,001","0,001","7,106","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 315.043,16","R$ 0,00","R$ 315.043,16",3,"113,6523552","9,862663499","0,013","0,000564382","5,722409571E-05","7,439132442E-07","0,0005643440319","0,001318102357","0,004",3,Médio
14673,775786971,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,075","0,001","0,011","14,528","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.102.651,05","R$ 0,00","R$ 1.102.651,05",3,"113,6523552","1,648905767","1,086","0,00012826","7,778491808E-05","8,447442103E-05","0,0001282673299","0,6586185953","1,976",3,Médio
14674,77578895,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,115",0,"0,006","5,503","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","5,599905746","1,513","0,000447781","7,996223871E-05","0,0001209828672","0,0004477885368","0,2701831189","0,811",3,Médio
14675,775789497,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"113,6523552","6,322391003","2,568","0,00048355","7,648214098E-05","0,000196406138","0,0004835965774","0,4061754483","0,406",1,Mínimo
14676,775786973,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,055",0,"0,006","10,218","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 472.564,73","R$ 0,00","R$ 472.564,73",3,"113,6523552","2,419967436","1,9","0,000184914","7,641177201E-05","0,0001451823668","0,0001849164883","0,7851345319","2,355",3,Médio
14677,775789495,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,047","0,013","0,024","51,63","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 14.019.420,44","R$ 0,00","R$ 14.019.420,44",3,"113,6523552","16,72825505",0,"0,001404705","8,397199802E-05",0,"0,001404515639",0,0,3,Médio
14678,775786941,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,044","0,001","0,002","4,521","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","12,05579221","3,677","0,000805439","6,680929681E-05","0,0002456577844","0,0008054528823","0,3049986211","0,915",3,Médio
14679,775786953,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,119",0,"0,014","11,556","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 630.086,31","R$ 0,00","R$ 630.086,31",3,"113,6523552","0,4830477474","0,211","3,74376E-05","7,750289739E-05","1,635311135E-05","3,743389944E-05","0,4368098208","1,31",3,Médio
14680,775786951,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,133",0,"0,015","11,494","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 630.086,31","R$ 0,00","R$ 630.086,31",3,"113,6523552","3,451009619","1,084","0,000251813","7,29679218E-05","7,909722723E-05","0,0002518122981","0,3141109761","0,942",3,Médio
14681,775786992,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,008",0,0,"4,841","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","5,119322741","5,119","0,000386503","7,549885396E-05","0,0003864786334","0,0003864786334","0,9999369563",3,3,Médio
14682,775853263,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,012","0,001","0,001","7,578","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 315.043,16","R$ 0,00","R$ 315.043,16",3,"113,6523552","13,55260839","0,151","0,000866161","6,391101809E-05","9,650563732E-06","0,0008661221172","0,01114176664","0,033",3,Médio
14683,775786952,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,009","0,001","0,001","14,68","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.102.651,05","R$ 0,00","R$ 1.102.651,05",3,"113,6523552","5,292646215","5,293","0,000379018","7,161219258E-05","0,0003790433353","0,0003790433353","1,000066845",3,3,Médio
14684,775788971,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,091","0,001","0,005","5,587","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","8,575824469","1,513","0,000744258","8,67855916E-05","0,0001313066001","0,0007442732336","0,1764261857","0,529",3,Médio
14685,775788972,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,008",0,0,"4,971","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","4,996681948","4,997","0,000387648","7,758108361E-05","0,0003876726748","0,0003876726748","1,000063653",3,3,Médio
14686,77578898,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,022","0,001","0,001","4,773","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","13,16938835","13,169","0,001003521","7,620103328E-05","0,001003491407","0,001003491407","0,9999705112",3,3,Médio
14687,775786943,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,014","0,001","0,001","5,02","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","8,257815728","7,854","0,000635922","7,70084997E-05","0,0006048247566","0,0006359361905","0,951098966","2,853",3,Médio
14688,775786993,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,011","0,001","0,001","12,733","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"113,6523552","6,766211259","6,766","0,000451457","6,672227377E-05","0,0004514429043","0,0004514429043","0,9999687774",3,3,Médio
14689,775786972,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,018","0,004","0,004","24,772","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 3.150.431,56","R$ 0,00","R$ 3.150.431,56",3,"113,6523552","10,700413","10,7","0,000824403","7,704403559E-05","0,0008243711808","0,0008243711808","0,9999614034",3,3,Médio
14690,77578896,320425205000006,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,015","0,001","0,001","5,051","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"113,6523552","8,985293875","8,963","0,0006998","7,788281716E-05","0,0006980636902","0,0006997771122","0,9975188485","2,993",3,Médio
14691,775789496,320425205000007,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,1721823396","5,302833608","0,001","0,000381224","7,189062079E-05","7,189062079E-08","0,0003811640714","0,0001885784231","0,001",3,Médio
14692,775789497,320425205000007,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,1721823396","6,322391003","0,171","0,00048355","7,648214098E-05","1,307844611E-05","0,0004835965774","0,02704672962","0,027",1,Mínimo
14693,775789496,320425205000008,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,1949605641","5,302833608","0,194","0,000381224","7,189062079E-05","1,394678043E-05","0,0003811640714","0,03658421409","0,11",3,Médio
14694,775789497,320425205000008,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,1949605641","6,322391003","0,001","0,00048355","7,648214098E-05","7,648214098E-08","0,0004835965774","0,0001581680095",0,1,Mínimo
14695,775789496,320425205000009,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,009","0,001","0,001","12,513","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 787.607,89","R$ 0,00","R$ 787.607,89",3,"0,1148352022","5,302833608","0,115","0,000381224","7,189062079E-05","8,26742139E-06","0,0003811640714","0,02168651866","0,065",3,Médio
14696,77578899,320425205000010,Urbana,3204252,Ponto Belo,Espírito Santo,2,"0,023","0,001","0,001","6,099","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"0,1444344548","13,96356313","0,119","0,001050984","7,526617599E-05","8,956674943E-06","0,001051016882","0,008522180112","0,026",3,Médio
14697,775789497,320425205000010,Urbana,3204252,Ponto Belo,Espírito Santo,2,"0,01","0,017","0,017","166,867","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 31.504.315,61","R$ 63.166.152,79","R$ 94.512.946,82",1,"0,1444344548","6,322391003","0,026","0,00048355","7,648214098E-05","1,988535665E-06","0,0004835965774","0,004112368246","0,004",1,Mínimo
14698,775853126,320425215000001,Urbana,3204252,Ponto Belo,Espírito Santo,1,"0,014","0,002","0,002","16,739","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.417.694,20","R$ 0,00","R$ 1.417.694,20",3,"0,1891755621","15,92459586","0,189","0,001182311","7,424433313E-05","1,403217896E-05","0,001182266761","0,01186843306","0,036",3,Médio
14699,775786932,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,014","0,002","0,002","13,348","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 945.129,47","R$ 0,00","R$ 945.129,47",3,"82,80887139","8,277408216","4,482","0,000586638","7,087218423E-05","0,0003176491297","0,0005866090688","0,5414738386","1,624",3,Médio
14700,775853126,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,014","0,002","0,002","16,739","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.417.694,20","R$ 0,00","R$ 1.417.694,20",3,"82,80887139","15,92459586","5,073","0,001182311","7,424433313E-05","0,000376641502","0,001182266761","0,3185638144","0,956",3,Médio
14701,77578696,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,044","0,003","0,003","6,506","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"82,80887139","26,52479044","25,317","0,00199713","7,529296054E-05","0,001906191882","0,001997070485","0,9544655992","2,863",3,Médio
14702,775853144,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,005",0,0,"7,458","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 315.043,16","R$ 0,00","R$ 315.043,16",3,"82,80887139","5,839319331","3,48","0,000356655","6,107818048E-05","0,0002125520681","0,0003566354958","0,5959598718","1,788",3,Médio
14703,77578698,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,025","0,002","0,002","6,069","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"82,80887139","15,30698302","7,674","0,001152022","7,526120585E-05","0,0005775544937","0,001152023278","0,5013398127","1,504",3,Médio
14704,775786823,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,041","0,001","0,003","6,687","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 157.521,58","R$ 0,00","R$ 157.521,58",3,"82,80887139","8,464175607","1,31","0,000468877","5,539547166E-05","7,256806788E-05","0,0004689226676","0,1547699458","0,464",3,Médio
14705,775786825,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,015","0,001","0,001","6,851","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 315.043,16","R$ 0,00","R$ 315.043,16",3,"82,80887139","9,065566118","5,485","0,000565531","6,238231486E-05","0,000342166997","0,0005655580666","0,6050366771","1,815",3,Médio
14706,775786971,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,075","0,001","0,011","14,528","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 1.102.651,05","R$ 0,00","R$ 1.102.651,05",3,"82,80887139","1,648905767","0,563","0,00012826","7,778491808E-05","4,379290888E-05","0,0001282673299","0,3414385535","1,024",3,Médio
14707,775786973,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,055",0,"0,006","10,218","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 472.564,73","R$ 0,00","R$ 472.564,73",3,"82,80887139","2,419967436","0,52","0,000184914","7,641177201E-05","3,973412145E-05","0,0001849164883","0,2148789245","0,645",3,Médio
14708,775853143,320425215000002,Rural,3204252,Ponto Belo,Espírito Santo,8,"0,039","0,001","0,003","7,917","R$ 156.568.929,07","R$ 0,00","R$ 831.563,60","R$ 112.178,05","R$ 7.783,20","R$ 1.124,12","R$ 157.521.578,03","R$ 315.043,16","R$ 0,00","R$ 315.043,16",3,"82,80887139","11,18710872","3,701","0,000765058","6,838746446E-05","0,000253102006","0,0007650505649","0,3308272131","0,992",3,Médio
