fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total,irri_arroz_risco_iminente,irri_arroz_risco_pos_deficit,irri_arroz_risco_total,irri_cafe_risco_iminente,irri_cafe_risco_pos_deficit,irri_cafe_risco_total,irri_cana_risco_iminente,irri_cana_risco_pos_deficit,irri_cana_risco_total,irri_oc_risco_iminente,irri_oc_risco_pos_deficit,irri_oc_risco_total,irri_total_risco_iminente,irri_total_risco_pos_deficit,irri_total_risco_total,cs_ish,area_scbc,area_otto,area_scbc,deman_agri,densidade,deman_agri_scbc,deman_agri_otto,perc_scbc,irri_risco_scbc,cs_ish_scbc,irri_scbc,ire_cs_irri_eco,,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Valor da produção irrigada do município  (1000 R$),Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Arroz) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Café) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Cana) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$)  em risco total., Valor de produção irrigada (1000 R$) em risco iminente, Valor de produção irrigada (1000 R$) em risco pós-déficit., Valor de produção irrigada (1000 R$) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à produção irrigada,Área total do setor censitário (km²),Área total da ottobacia (km²),Área do setor censitário interno à ottobacia (km²),Demanda agrícola por BHO (m³/s) (tabela balanços  2020),Densidade da demanda agricola na BHO (m³/s . km²) (tabela balanços 2020),Demanda agricola estimada da porção do setor cencitário interno à ottobacia (m³/s),Demanda agricola estimada para a ottobacia (m³/s),Percentual da demanda agricola na porção do setor cencitário que está na ottobacia em relação à demanda agricola total da ottobacia, Valor de produção irrigada (mil R$) em risco da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica associado à agricultura irrigada da porção do setor censitário interno a cada ottobacia., Valor de produção irrigada (mil R$) por setor cencitário,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua demanda,,Produção por Ottobacia (R$)
15473,7772622,320450025000006,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,082","0,001","0,001","1,58","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"23,17114502","21,61875566","0,211","0,000784","3,626480693E-05","7,651874261E-06","0,0007840088609","0,009760043701","R$ 0,00","0,049",,5,Máximo,1
15474,7774732,320450025000006,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,3","0,001","0,001","0,344","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"23,17114502","47,38207526","0,186","8,72E-05","1,840358395E-06","3,423066616E-07","8,719802114E-05","0,00392553511","R$ 0,00","0,02",,5,Máximo,1
15475,777243,320450025000006,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,47","0,015","0,015","3,174","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"23,17114502","123,9089427","21,889","0,01685","0,0001359869565","0,002976618491","0,01685000779","0,1766539164","R$ 0,00","0,883",,5,Máximo,1
15476,777472,320450025000006,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,315","0,002","0,002","0,703","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"23,17114502","49,73933866","0,851","0,000478","9,610099629E-06","8,178194784E-06","0,0004779967454","0,01710919411","R$ 0,00","0,086",,5,Máximo,1
15477,777237,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,05",0,"0,344","6,819","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"31,22295726","8,053072246","6,74",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15478,777235,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,164","0,002","0,354","6,852","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"31,22295726","1,211031793","0,636","0,00252","0,002080870225","0,001323433463","0,002519933843","0,5251720093","R$ 135,61","1,576",,3,Médio,1
15479,777225,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,119",0,"0,006","4,896","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 125,12","R$ 0,00","R$ 125,12","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3,99","R$ 0,00","R$ 3,99","R$ 129,11","R$ 0,00","R$ 129,11",3,"31,22295726","3,801051494","2,092",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15480,777234,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,09","0,02","0,02","22,106","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.001,96","R$ 0,00","R$ 2.001,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 63,80","R$ 0,00","R$ 63,80","R$ 2.065,76","R$ 0,00","R$ 2.065,76",3,"31,22295726","23,7746285","0,018","0,022275","0,0009369231574","1,686461683E-05","0,02227441114","0,0007571096221","R$ 1,56","0,002",,3,Médio,1
15481,7772313,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,384","2,094","2,471","45,889","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.758,56","R$ 0,00","R$ 8.758,56","R$ 0,00","R$ 0,00","R$ 0,00","R$ 279,13","R$ 0,00","R$ 279,13","R$ 9.037,69","R$ 0,00","R$ 9.037,69",3,"31,22295726","1,605273239","0,479","5,2E-05","3,239323919E-05","1,551636157E-05","5,19911489E-05","0,2983915687","R$ 2.696,77","0,895",,"2,999",Médio,1
15482,777238,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,07","0,001","0,001","1,494","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"31,22295726","18,54335778","0,239","0,000553","2,982199915E-05","7,127457797E-06","0,0005529893303","0,01288871211","R$ 0,00","0,064",,5,Máximo,1
15483,7772321,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,115","0,001","0,003","2,532","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"31,22295726","16,076589","10,919",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15484,777223,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,257","0,001","0,124","48,189","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.634,42","R$ 0,00","R$ 9.634,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 307,05","R$ 0,00","R$ 307,05","R$ 9.941,46","R$ 0,00","R$ 9.941,46",3,"31,22295726","5,473473677","5,169","0,000212","3,873225898E-05","0,0002002070467","0,0002120203857","0,9443728617","R$ 9.388,45","2,833",,3,Médio,1
15485,777233,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,263",0,"0,374","7,104","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"31,22295726","2,263160175","0,882",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15486,777224,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,117","0,132","0,132","112,882","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 36.911,07","R$ 14.263,94","R$ 51.175,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.176,35","R$ 454,59","R$ 1.630,94","R$ 38.087,42","R$ 14.718,53","R$ 52.805,95",1,"31,22295726","30,96937031","0,084","0,002504","8,085408179E-05","6,79174287E-06","0,002504131767","0,002712357376","R$ 143,23","0,003",,1,Mínimo,1
15487,777221,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,308","0,001","0,127","41,216","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7.131,97","R$ 0,00","R$ 7.131,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 227,29","R$ 0,00","R$ 227,29","R$ 7.359,26","R$ 0,00","R$ 7.359,26",3,"31,22295726","3,390248602","2,489",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15488,777222,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,038","0,003","0,003","6,795","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"31,22295726","10,07954078","0,162","0,000681","6,75626018E-05","1,094514149E-05","0,0006809634635","0,01607216078","R$ 4,15","0,048",,3,Médio,1
15489,7772311,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,433",0,"2,471","45,486","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.633,44","R$ 0,00","R$ 8.633,44","R$ 0,00","R$ 0,00","R$ 0,00","R$ 275,15","R$ 0,00","R$ 275,15","R$ 8.908,58","R$ 0,00","R$ 8.908,58",3,"31,22295726","2,590286223","1,293",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15490,777213,320450025000007,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,778","0,003","2,601","45,016","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.508,31","R$ 0,00","R$ 8.508,31","R$ 0,00","R$ 0,00","R$ 0,00","R$ 271,16","R$ 0,00","R$ 271,16","R$ 8.779,47","R$ 0,00","R$ 8.779,47",3,"31,22295726","9,698512956","0,021",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15491,7772552,320450025000008,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,077","0,001","0,001","1,267","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"16,96635104","20,25708052","0,228","0,000663","3,272929677E-05","7,462279663E-06","0,0006630628232","0,01125532378","R$ 0,00","0,056",,5,Máximo,1
15492,777258,320450025000008,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,142","0,001","0,001","0,675","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"16,96635104","37,53474815","0,226",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15493,777243,320450025000008,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,47","0,015","0,015","3,174","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"16,96635104","123,9089427","16,499","0,01685","0,0001359869565","0,002243648795","0,01685000779","0,1331542312","R$ 0,00","0,666",,5,Máximo,1
15494,777254,320450025000008,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,103","0,005","0,005","5,006","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 125,12","R$ 0,00","R$ 125,12","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3,99","R$ 0,00","R$ 3,99","R$ 129,11","R$ 0,00","R$ 129,11",3,"16,96635104","27,18309997","0,013","0,006412","0,0002358818533","3,066464093E-06","0,006412212301","0,0004782383177","R$ 0,06","0,001",,3,Médio,1
15495,777237,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"5,05",0,"0,344","6,819","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"42,06349594","8,053072246","0,066",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15496,777239,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"4,949","0,002","0,343","6,929","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"42,06349594","5,722866767","2,648","0,001982","0,0003463299218","0,000917081633","0,001982046143","0,462705163","R$ 119,48","1,388",,3,Médio,1
15497,777238,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,07","0,001","0,001","1,494","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"42,06349594","18,54335778","15,809","0,000553","2,982199915E-05","0,0004714559846","0,0005529893303","0,8525424676","R$ 0,00","4,263",,5,Máximo,1
15498,7772322,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,026","0,001","0,001","2,723","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"42,06349594","6,822121073","0,602","0,000257","3,767156831E-05","2,267828412E-05","0,000256995439","0,08824235066","R$ 0,00","0,441",,5,Máximo,1
15499,777253,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"4,001",0,"0,243","6,072","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 125,12","R$ 0,00","R$ 125,12","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3,99","R$ 0,00","R$ 3,99","R$ 129,11","R$ 0,00","R$ 129,11",3,"42,06349594","5,487188556","4,303",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
15500,777241,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,65","0,002","0,021","3,16","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"42,06349594","27,66238769","5,582","0,001509","5,455060557E-05","0,0003045014803","0,001508978851","0,2017902454","R$ 0,00","1,009",,5,Máximo,1
15501,777251,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"4,277","0,002","0,32","7,486","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"42,06349594","21,78408525","8,223","0,000859","3,943245677E-05","0,0003242530921","0,0008589966384","0,3774774064","R$ 97,47","1,132",,3,Médio,1
15502,777254,320450025000009,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,103","0,005","0,005","5,006","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 125,12","R$ 0,00","R$ 125,12","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3,99","R$ 0,00","R$ 3,99","R$ 129,11","R$ 0,00","R$ 129,11",3,"42,06349594","27,18309997","4,832","0,006412","0,0002358818533","0,001139781115","0,006412212301","0,1777575039","R$ 22,95","0,533",,3,Médio,1
15503,777243,320450025000010,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,47","0,015","0,015","3,174","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"18,19546671","123,9089427","18,111","0,01685","0,0001359869565","0,002462859769","0,01685000779","0,1461637845","R$ 0,00","0,731",,5,Máximo,1
15504,777472,320450025000010,Rural,3204500,Santa Leopoldina,Espírito Santo,8,"0,315","0,002","0,002","0,703","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"18,19546671","49,73933866","0,085","0,000478","9,610099629E-06","8,168584685E-07","0,0004779967454","0,00170890893","R$ 0,00","0,009",,5,Máximo,1
15505,777239,320450025000011,Rural,3204500,Santa Leopoldina,Espírito Santo,5,"4,949","0,002","0,343","6,929","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,24","R$ 0,00","R$ 250,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,98","R$ 0,00","R$ 7,98","R$ 258,22","R$ 0,00","R$ 258,22",3,"0,3070349706","5,722866767","0,298","0,001982","0,0003463299218","0,0001032063167","0,001982046143","0,05207180459","R$ 13,45","0,156",,3,Médio,1
15506,777241,320450025000011,Rural,3204500,Santa Leopoldina,Espírito Santo,5,"0,65","0,002","0,021","3,16","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,3070349706","27,66238769","0,009","0,001509","5,455060557E-05","4,909554501E-07","0,001508978851","0,0003253515243","R$ 0,00","0,002",,5,Máximo,1
15507,777238,320450025000012,Rural,3204500,Santa Leopoldina,Espírito Santo,5,"0,07","0,001","0,001","1,494","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,191319616","18,54335778","1,586","0,000553","2,982199915E-05","4,729769066E-05","0,0005529893303","0,08552927786","R$ 0,00","0,428",,5,Máximo,1
15508,777241,320450025000012,Rural,3204500,Santa Leopoldina,Espírito Santo,5,"0,65","0,002","0,021","3,16","R$ 0,00","R$ 125.122,28","R$ 0,00","R$ 3.987,63","R$ 129.109,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,191319616","27,66238769","3,605","0,001509","5,455060557E-05","0,0001966549331","0,001508978851","0,1303213606","R$ 0,00","0,652",,5,Máximo,1
15509,777275,320455905000001,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,1,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,01446811001","47,48650228","0,014","0,007059","0,0001486527679","2,08113875E-06","0,007059668599","0,0002948206191","R$ 0,00","0,001",,3,Médio,1
15510,777275,320455905000003,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"1,070844472","47,48650228","1,071","0,007059","0,0001486527679","0,0001592071144","0,007059668599","0,02255377736","R$ 0,35","0,068",,3,Médio,1
15511,777275,320455905000004,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,1,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,5914504106","47,48650228","0,591","0,007059","0,0001486527679","8,785378581E-05","0,007059668599","0,01244564185","R$ 0,19","0,037",,3,Médio,1
15512,777275,320455905000007,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"0,8198129787","47,48650228","0,82","0,007059","0,0001486527679","0,0001218952696","0,007059668599","0,01726806483","R$ 0,26","0,052",,3,Médio,1
15513,777275,320455905000008,Urbana,3204559,Santa Maria de Jetibá,Espírito Santo,2,"2,034","0,018","0,147","7,246","R$ 0,00","R$ 7.574,60","R$ 0,00","R$ 91,41","R$ 7.666,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,15","R$ 0,00","R$ 15,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,18","R$ 0,00","R$ 0,18","R$ 15,33","R$ 0,00","R$ 15,33",3,"3,867987668","47,48650228","3,868","0,007059","0,0001486527679","0,0005749889061","0,007059668599","0,08145472533","R$ 1,25","0,244",,3,Médio,1
